window_start_s,window_end_s,dominant_activity,n_samples,mean_residual_pupil_mm,mean_raw_pupil_mm,mean_gaze_entropy_bits,mean_target_switch_rate_hz,task_dwell_s,tutorial_dwell_s,support_dwell_s,confusion_frac,n_rescue_saccades
229.6802,231.6802,DescascarSemente,44,0.3693,3.0629,4.3274,5.1705,0.7575,0.0000,1.1777,1.0000,0
231.6802,233.6802,DescascarSemente,45,0.2142,2.9321,4.3782,4.5222,1.9899,0.0000,0.0000,1.0000,0
233.6802,235.6802,DescascarSemente,45,0.2439,2.9624,4.2959,2.8667,1.9465,0.0000,0.0000,0.8222,0
235.6802,237.6802,DescascarSemente,45,0.8326,3.5511,3.6381,1.1556,1.9387,0.0000,0.0000,0.0000,0
237.6802,239.6802,DescascarSemente,45,0.9757,3.6942,3.6381,1.2889,1.9684,0.0000,0.0000,0.0000,0
239.6802,241.6802,DescascarSemente,45,1.0085,3.7271,3.9447,2.0000,1.9594,0.0000,0.0000,0.0000,0
241.6802,243.6802,DescascarSemente,45,0.4583,3.1757,4.3281,2.2333,1.8836,0.0000,0.0457,0.2222,0
243.6802,245.6802,DescascarSemente,46,0.9384,3.6558,4.3281,4.1196,1.9827,0.0000,0.0000,1.0000,0
245.6802,247.6802,Moer,45,0.6729,3.3921,3.9747,6.0111,1.9385,0.0000,0.0000,0.2000,0
247.6802,249.6802,Moer,44,0.8766,3.5700,3.8864,6.2727,0.7448,0.0000,1.1891,0.3409,0
249.6802,251.6802,Moer,44,0.8553,3.5372,3.8569,5.6818,0.3890,0.0000,1.4930,0.3636,0
251.6802,253.6802,Moer,42,0.7499,3.4316,3.5623,8.0714,0.3892,0.0000,1.3995,0.3810,0
253.6802,255.6802,Moer,41,0.7414,3.4222,3.5623,8.1829,0.0000,0.0000,1.9496,0.2927,0
255.6802,257.6802,Moer,44,0.9371,3.6452,3.6641,5.9659,1.8590,0.0000,0.0902,0.0000,0
257.6802,259.6802,Moer,45,1.0111,3.7269,3.9697,5.4000,1.9924,0.0000,0.0000,0.1111,0
259.6802,261.6802,Moer,42,0.8374,3.5241,3.9697,6.4643,0.4562,0.0000,1.4608,0.2381,0
261.6802,263.6802,Moer,43,0.6137,3.2882,3.8204,6.9070,0.0000,0.0000,1.9453,0.0000,0
263.6802,265.6802,Moer,46,0.5919,3.3000,3.6641,5.0326,1.5960,0.0000,0.3870,0.1739,0
265.6802,267.6802,Moer,46,0.5519,3.2403,3.6641,4.0109,0.5566,0.0000,1.3713,0.1739,0
267.6802,269.6802,Moer,44,0.9748,3.6492,4.0204,3.9432,0.0000,0.0000,1.9810,0.8409,0
269.6802,271.6802,Moer,47,0.8273,3.5022,4.0878,3.5000,0.0000,0.0000,1.9494,1.0000,0
271.6802,273.6802,Moer,47,0.4943,3.1692,4.1871,2.0745,0.0000,0.0000,1.9495,0.0426,0
