window_start_s,window_end_s,dominant_activity,n_samples,mean_residual_pupil_mm,mean_raw_pupil_mm,mean_gaze_entropy_bits,mean_target_switch_rate_hz,task_dwell_s,tutorial_dwell_s,support_dwell_s,confusion_frac,n_rescue_saccades
201.4007,203.4007,Moer,42,-0.3270,2.9030,4.4155,7.0952,0.0325,0.0000,1.9028,1.0000,0
203.4007,205.4007,Moer,44,-0.2912,2.9528,4.3976,7.9432,0.6362,0.0000,1.3128,1.0000,0
205.4007,207.4007,Moer,48,-0.2359,3.0189,4.3976,8.7083,1.1999,0.0000,0.7720,1.0000,0
207.4007,209.4007,Moer,48,-0.1764,3.0728,4.2811,7.4792,0.9365,0.0000,1.0454,1.0000,0
209.4007,211.4007,Moer,46,0.4361,3.6891,4.2504,4.1739,1.0120,0.0000,0.9024,1.0000,0
211.4007,213.4007,Moer,51,-0.3744,2.8993,4.0622,2.4118,1.9939,0.0000,0.0000,0.4706,0
213.4007,215.4007,Moer,49,-0.6971,2.5759,3.6106,1.0408,1.9287,0.0000,0.0000,0.0000,0
215.4007,217.4007,Moer,50,-0.9424,2.3307,3.6106,0.0000,1.9500,0.0000,0.0000,0.0000,0
217.4007,219.4007,Moer,51,-1.0078,2.2652,4.2703,0.0980,1.9934,0.0000,0.0000,0.0000,0
219.4007,221.4007,Moer,47,-0.8275,2.4456,4.3583,1.0000,1.9473,0.0000,0.0000,0.0000,0
221.4007,223.4007,Moer,49,-0.5499,2.7231,4.1159,1.0000,1.9377,0.0000,0.0000,0.0000,0
223.4007,225.4007,Moer,49,-0.5437,2.7283,3.7927,1.1633,1.9601,0.0000,0.0000,0.0000,0
225.4007,227.4007,TorrarAmendoa,49,-0.7479,2.5252,3.7927,3.4796,1.9616,0.0000,0.0000,0.1224,0
227.4007,229.4007,TorrarAmendoa,49,-0.4825,2.7889,5.0353,5.8469,1.9603,0.0000,0.0000,0.9796,0
229.4007,231.4007,TorrarAmendoa,48,-0.2693,2.9788,5.0612,7.5417,0.8810,0.0000,1.0692,1.0000,0
231.4007,233.4007,TorrarAmendoa,43,-0.1232,3.1142,5.1452,9.0698,0.2001,0.0000,1.7369,1.0000,0
233.4007,235.4007,TorrarAmendoa,44,-0.1409,3.1154,5.2513,9.7045,1.4288,0.0000,0.5539,1.0000,0
235.4007,237.4007,TorrarAmendoa,46,-0.0264,3.2156,5.2513,8.8261,0.6335,0.0000,1.2895,1.0000,0
237.4007,239.4007,TorrarAmendoa,47,0.0321,3.2837,5.1438,7.0319,1.0592,0.0000,0.8908,1.0000,0
239.4007,241.4007,TorrarAmendoa,40,-0.0290,3.2149,5.1110,7.4125,0.5607,0.0000,1.3893,1.0000,0
241.4007,243.4007,TorrarAmendoa,43,-0.0009,3.2444,5.1110,10.1163,0.7359,0.0000,1.2554,1.0000,0
243.4007,245.4007,Misturar,47,0.1073,3.3645,4.8363,12.1170,0.3335,1.2587,0.3446,1.0000,0
