SessionTime,Phase,Activity,Target,TargetInstanceId,AOI,TargetCategory,HitX,HitY,HitZ,HitNormalX,HitNormalY,HitNormalZ,Distance,OriginX,OriginY,OriginZ,DirX,DirY,DirZ,LeftOpenness,RightOpenness,IsBlink,LeftPupil,RightPupil,AvgPupil,LeftPupilValid,RightPupilValid,LeftGazeValid,RightGazeValid,IsTracking,TargetChanged,DwellTime
20.18081,Default,CortarCacau,Wall,23926,Barrier,support,-0.665388,1.57073,-0.3980908,1,0,0,0.785436,0.03384509,1.647964,-0.7474015,-0.8902482,-0.09833326,0.4447345,0.9999019,0.9998011,0,2.830327,2.856958,2.843643,1,1,1,1,1,0,0.06830025
20.24545,Default,CortarCacau,Mixer,-874,Default,machine,-5.916024,0.9203087,1.321512,1,0,0,6.338121,0.02770046,1.647778,-0.7556783,-0.9377737,-0.1147769,0.3277296,0.9999794,0.9999583,0,2.830327,2.856958,2.843643,1,1,1,1,1,1,0
20.3119,Default,CortarCacau,Mixer,-874,Default,machine,-5.916024,0.7973194,0.9162836,1,0,0,6.229542,0.02183668,1.64751,-0.7648404,-0.9531778,-0.1364772,0.2698632,0.9999956,0.9999913,0,2.830327,2.856958,2.843643,1,1,1,1,1,0,0.06645775
20.41011,Default,CortarCacau,Mixer,-874,Default,machine,-5.916024,0.6707596,0.720346,1,0,0,6.194515,0.01467257,1.647449,-0.7779624,-0.957411,-0.15767,0.2418766,0.9999997,0.9999994,0,3.385198,2.803792,3.094495,1,1,1,1,1,0,0.1646671
20.43682,Default,CortarCacau,Mixer,-874,Default,machine,-5.916024,0.6743984,0.6700369,1,0,0,6.181281,0.01324089,1.64755,-0.7808355,-0.9592291,-0.1574353,0.2347203,0.9999999,0.9999997,0,2.769999,2.815249,2.792624,1,1,1,1,1,0,0.1913757
20.49363,Default,CortarCacau,Mixer,-874,Default,machine,-5.916024,0.5191875,0.01585907,1,0,0,6.085653,0.009828335,1.647913,-0.787527,-0.9737414,-0.1854732,0.1320131,0.9999999,0.9999999,0,2.686875,2.68225,2.684563,1,1,1,1,1,0,0.2481861
20.55942,Default,CortarCacau,Mixer,-874,Default,machine,-5.916024,0.5454473,-0.2963737,1,0,0,6.045049,0.006777902,1.648476,-0.7927304,-0.9797772,-0.1824682,0.08210962,0.9999999,0.9999999,0,2.719452,2.824035,2.771743,1,1,1,1,1,0,0.3139706
20.61628,Default,CortarCacau,Mixer,-874,Default,machine,-5.916024,0.5604864,-0.3674312,1,0,0,6.034733,0.004275937,1.648895,-0.7957103,-0.9810376,-0.1803573,0.07096902,0.9999999,0.9999999,0,2.774215,2.832193,2.803204,1,1,1,1,1,0,0.3708305
20.68298,Default,CortarCacau,Mixer,-874,Default,machine,-5.916024,0.5669767,-0.3547567,1,0,0,6.031991,0.00159594,1.649193,-0.7969035,-0.9810393,-0.1794128,0.07330031,0.9999999,0.9999999,0,2.794188,2.87169,2.832939,1,1,1,1,1,0,0.4375305
20.7369,Default,CortarCacau,Mixer,-874,Default,machine,-5.916024,0.5610902,-0.2884113,1,0,0,6.036289,-0.0004067393,1.649332,-0.7963481,-0.9800088,-0.1802832,0.08414719,0.9999999,0.9999999,0,2.78301,2.888738,2.835874,1,1,1,1,1,0,0.4914513
20.80297,Default,CortarCacau,Mixer,-874,Default,machine,-5.916024,0.5452244,-0.1982456,1,0,0,6.044455,-0.003273139,1.649752,-0.7939265,-0.9782107,-0.182734,0.09854996,0.9999999,0.9999999,0,2.810376,2.924813,2.867594,1,1,1,1,1,0,0.5575199
20.85966,Default,CortarCacau,Mixer,-874,Default,machine,-5.916024,0.5478394,-0.1196087,1,0,0,6.049847,-0.00547281,1.650237,-0.7909927,-0.9769753,-0.1822191,0.1109754,0.9999999,0.9999999,0,2.837151,2.908824,2.872988,1,1,1,1,1,0,0.6142101
20.91645,Default,CortarCacau,Mixer,-874,Default,machine,-5.916024,0.5636859,-0.01860231,1,0,0,6.056427,-0.00773757,1.651056,-0.7867696,-0.97554,-0.1795399,0.1268351,0.9999999,0.9999999,0,2.831481,2.868584,2.850033,1,1,1,1,1,0,0.6709995
20.982,Default,CortarCacau,Mixer,-874,Default,machine,-5.916024,0.6587428,0.1540548,1,0,0,6.061083,-0.0104927,1.651979,-0.7813135,-0.9743359,-0.1638711,0.1543236,0.9999999,0.9999999,0,2.843357,2.906626,2.874991,1,1,1,1,1,0,0.7365551
21.0398,Default,CortarCacau,Mixer,-874,Default,machine,-5.916024,0.7293308,0.2903048,1,0,0,6.06999,-0.0123096,1.652751,-0.7765761,-0.9726068,-0.1521287,0.1757632,0.9999999,0.9999999,0,2.846668,2.911636,2.879152,1,1,1,1,1,0,0.7943554
21.10286,Default,CortarCacau,Mixer,-874,Default,machine,-5.916024,0.7774458,0.4263237,1,0,0,6.084907,-0.014853,1.653907,-0.7712122,-0.9698046,-0.1440386,0.1968043,0.9999999,0.9999999,0,2.830189,2.933664,2.881927,1,1,1,1,1,0,0.8574142
21.16089,Default,CortarCacau,Mixer,-874,Default,machine,-5.916024,0.8137532,0.5478076,1,0,0,6.102067,-0.01682697,1.655303,-0.7661546,-0.9667538,-0.1379122,0.2153307,0.9999999,0.9999999,0,2.90887,2.977706,2.943288,1,1,1,1,1,0,0.9154415
21.22737,Default,CortarCacau,Mixer,-874,Default,machine,-5.916024,0.8696679,0.6841298,1,0,0,6.121974,-0.01908121,1.657192,-0.7596303,-0.9632419,-0.128639,0.2358324,0.9999999,0.9999999,0,2.883423,2.893124,2.888273,1,1,1,1,1,0,0.9819183
21.28118,Default,CortarCacau,Mixer,-874,Default,machine,-5.916024,0.8925291,0.8619344,1,0,0,6.160984,-0.02015684,1.658584,-0.7535046,-0.9569683,-0.1243396,0.2622047,0.9999999,0.9999999,0,2.873213,2.798793,2.836003,1,1,1,1,1,0,1.035728
21.34994,Default,CortarCacau,Mixer,-874,Default,machine,-5.916024,0.9326829,1.141942,1,0,0,6.232222,-0.02075843,1.659964,-0.744192,-0.9459332,-0.1166969,0.3026423,0.9999999,0.9999999,0,2.941571,2.814042,2.877807,1,1,1,1,1,0,1.104496
21.40592,Default,CortarCacau,Mixer,-874,Default,machine,-5.916024,0.9696849,1.356382,1,0,0,5.967257,-0.02043205,1.660684,-0.7357663,-0.9293369,-0.1157984,0.3506047,0.9999999,0.9999999,0,2.926483,2.939898,2.93319,1,1,1,1,1,0,1.160477
